PFID Old Name,PFID New Name,Annotation,Map_Name,Map Link,Enzyme,E C,Synonyms List
PFL1940w,PF3D7_1240000,3-hydroxyisobutyryl-coenzyme A hydrolase_ putative,Leucine_ Isoleucine and Valine metabolism,http://mpmp.huji.ac.il/maps/LeuIsoValmetpath.html,3-hydroxyisobutyryl-CoA hydrolase,3.1.2.4,HIB CoA deacylase_ 
PFL1945c,PF3D7_1240100,early transcribed membrane protein 12,Established and putative Maurer�s clefts proteins,http://mpmp.huji.ac.il/maps/MCprot.html,Early transcribed membrane protein 12_ ETRAMP12, ,
PFL1947c,PF3D7_1240200,erythrocyte membrane protein 1 (PfEMP1)_ pseudogene,Rosette formation between normal and infected RBC,http://mpmp.huji.ac.il/maps/rosetting.html,PfEMP1, ,
PFL1947c,PF3D7_1240200,erythrocyte membrane protein 1 (PfEMP1)_ pseudogene,Interactions between modified host cell membrane and endothelial cell,http://mpmp.huji.ac.il/maps/cytoadherencescheme.html,PfEMP1, ,
PFL1950w,PF3D7_1240300,erythrocyte membrane protein 1_ PfEMP1,Interactions between modified host cell membrane and endothelial cell,http://mpmp.huji.ac.il/maps/cytoadherencescheme.html,PfEMP1, ,
PFL1950w,PF3D7_1240300,erythrocyte membrane protein 1_ PfEMP1,Rosette formation between normal and infected RBC,http://mpmp.huji.ac.il/maps/rosetting.html,PfEMP1, ,
PFL1955w,PF3D7_1240400,erythrocyte membrane protein 1_ PfEMP1,Rosette formation between normal and infected RBC,http://mpmp.huji.ac.il/maps/rosetting.html,PfEMP1, ,
PFL1955w,PF3D7_1240400,erythrocyte membrane protein 1_ PfEMP1,PfEMP1 domain architectures,http://mpmp.huji.ac.il/maps/PfEMP1.html,Type 1a, ,
PFL1955w,PF3D7_1240400,erythrocyte membrane protein 1_ PfEMP1,Interactions between modified host cell membrane and endothelial cell,http://mpmp.huji.ac.il/maps/cytoadherencescheme.html,PfEMP1, ,
PFL1955w,PF3D7_1240400,erythrocyte membrane protein 1_ PfEMP1,Structure of telomere and sub-telomeric regions,http://priweb.cc.huji.ac.il/malaria//maps/struc_telom.html,var, ,
PFL1960w,PF3D7_1240600,erythrocyte membrane protein 1_ PfEMP1,Structure of telomere and sub-telomeric regions,http://priweb.cc.huji.ac.il/malaria//maps/struc_telom.html,var, ,
PFL1960w,PF3D7_1240600,erythrocyte membrane protein 1_ PfEMP1,Interactions between modified host cell membrane and endothelial cell,http://mpmp.huji.ac.il/maps/cytoadherencescheme.html,PfEMP1, ,
PFL1960w,PF3D7_1240600,erythrocyte membrane protein 1_ PfEMP1,PfEMP1 domain architectures,http://mpmp.huji.ac.il/maps/PfEMP1.html,Type 1a, ,
PFL1960w,PF3D7_1240600,erythrocyte membrane protein 1_ PfEMP1,Rosette formation between normal and infected RBC,http://mpmp.huji.ac.il/maps/rosetting.html,PfEMP1, ,
PFL1965w,PF3D7_1240700,rifin_ pseudogene,Rosette formation between normal and infected RBC,http://mpmp.huji.ac.il/maps/rosetting.html,RIFIN, ,
PFL1965w,PF3D7_1240700,rifin_ pseudogene,Interactions between modified host cell membrane and endothelial cell,http://mpmp.huji.ac.il/maps/cytoadherencescheme.html,RIFIN, ,
PFL1965w,PF3D7_1240700,rifin_ pseudogene,Structure of telomere and sub-telomeric regions,http://priweb.cc.huji.ac.il/malaria//maps/struc_telom.html,rifin, ,
PFL1970w,PF3D7_1240900,erythrocyte membrane protein 1_ PfEMP1,Interactions between modified host cell membrane and endothelial cell,http://mpmp.huji.ac.il/maps/cytoadherencescheme.html,PfEMP1, ,
PFL1970w,PF3D7_1240900,erythrocyte membrane protein 1_ PfEMP1,Rosette formation between normal and infected RBC,http://mpmp.huji.ac.il/maps/rosetting.html,PfEMP1, ,
PFL1975c,PF3D7_1241100,conserved Plasmodium protein_ unknown function,Assisted assembly of Sm-class snRNPs,http://MPMP.huji.ac.il/maps/AM_assembl.html,pICln, ,
PFL2000w,PF3D7_1241600,mitochondrial carrier protein_ putative,Transporters of the mitochondrial and apicoplast membranes,http://mpmp.huji.ac.il/maps/mitochonApico.html,Solute transporter, ,
PFL2000w,PF3D7_1241600,mitochondrial carrier protein_ putative,Genes coding for transport proteins,http://mpmp.huji.ac.il/maps/transporters.html,Transporter, ,
PFL2000w,PF3D7_1241600,mitochondrial carrier protein_ putative,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Mitochondrial carrier protein_ putative;S-adenosylmethinine transporter, ,
PFL2005w,PF3D7_1241700,replication factor subunit 4_ putative,Nucleotide excision repair,http://mpmp.huji.ac.il/maps/excisionrepair.html,Replication factor, ,
PFL2005w,PF3D7_1241700,replication factor subunit 4_ putative,DNA mismatch repair system,http://mpmp.huji.ac.il/maps/DNArepair.html,RFC, ,
PFL2005w,PF3D7_1241700,replication factor subunit 4_ putative,Genes involved in excision-repair,http://mpmp.huji.ac.il/maps/ExcisionRepairTab.html,Replication factor c subunit 4, ,
PFL2005w,PF3D7_1241700,replication factor subunit 4_ putative,DNA Replication,http://mpmp.huji.ac.il/maps/dnareplication.html,Replication factor-C, ,
PFL2005w,PF3D7_1241700,replication factor subunit 4_ putative,Genes coding for enzymes/proteins involved in DNA replication,http://mpmp.huji.ac.il/maps/DNAgenes.html,Replication factor c subunit 4, ,
PFL2010c,PF3D7_1241800,DEAD/DEAH box ATP-dependent RNA helicase_ putative,Pre-ribosomal particles along the 60S assembly pathway,http://mpmp.huji.ac.il/maps/60S_assem_pathw,Dbp9, ,
PFL2010c,PF3D7_1241800,DEAD/DEAH box ATP-dependent RNA helicase_ putative,Maturation and export of 60S and 40S ribosomal subunits,http://mpmp.huji.ac.il/maps/riboMaturation.html,60S ribosomal subunits A, ,
PFL2010c,PF3D7_1241800,DEAD/DEAH box ATP-dependent RNA helicase_ putative,Genes coding for components involved in ribosome assembly,http://mpmp.huji.ac.il/maps/Ribosomegenes.html,DEAD/DEAH box helicase,3.6.4.13,DEAD-box protein DED1_ DEAD-box RNA helicase_ DEAD/DEAH box ATP-dependent RNA helicase_ eIF4A helicase_ RNA helicase_ RNA-dependent ATPase_ 
PFL2015w,PF3D7_1241900,Tetratricopeptide repeat protein_ putative,Nuclear genes with apicoplast signal sequences,http://mpmp.huji.ac.il/maps/apicoplastgenes.html,hypothetical protein; Tetratricopeptide repeat protein 1, ,
PFL2015w,PF3D7_1241900,Tetratricopeptide repeat protein_ putative,Organization of chaperone pathways in the cytosol,http://mpmp.huji.ac.il/maps/chap_cytos.html,TRiC, ,
PFL2015w,PF3D7_1241900,Tetratricopeptide repeat protein_ putative,Genes coding for chaperones and their regulators,http://mpmp.huji.ac.il/maps/Pf_chaperones.html,Tetratricopeptide repeat protein_ putative, ,
PFL2015w,PF3D7_1241900,Tetratricopeptide repeat protein_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,Tetratricopeptide repeat protein_ putative, ,
PFL2015w,PF3D7_1241900,Tetratricopeptide repeat protein_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,tetratricopeptide repeat domain 1-like protein_ putative, ,
PFL2015w,PF3D7_1241900,Tetratricopeptide repeat protein_ putative,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,Tetratricopeptide repeat protein_ putative, ,
PFL2030w,PF3D7_1242200,queuine tRNA-ribosyltransferase_ putative,Nuclear genes with apicoplast signal sequences,http://mpmp.huji.ac.il/maps/apicoplastgenes.html,queuine tRNA ribosyltransferase_ putative,2.4.2.29,guanine insertion enzyme_ guanine_ queuine-tRNA transglycosylase_ Q-insertase_ queuine transfer ribonucleate ribosyltransferase_ transfer ribonucleate glycosyltransferase_ tRNA guanine transglycosidase_ tRNA transglycosylase_ tRNA-guanine transglycosylase_ 
PFL2030w,PF3D7_1242200,queuine tRNA-ribosyltransferase_ putative,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Queuine tRNA ribosyltransferase,2.4.2.29,guanine insertion enzyme_ guanine_ queuine-tRNA transglycosylase_ Q-insertase_ queuine transfer ribonucleate ribosyltransferase_ transfer ribonucleate glycosyltransferase_ tRNA guanine transglycosidase_ tRNA transglycosylase_ tRNA-guanine transglycosylase_ 
PFL2030w,PF3D7_1242200,queuine tRNA-ribosyltransferase_ putative,tRNA modifications,http://mpmp.huji.ac.il/maps/tRNA_mod.html,Queuine tRNA-ribosyltransferase,2.4.2.29,guanine insertion enzyme_ guanine_ queuine-tRNA transglycosylase_ Q-insertase_ queuine transfer ribonucleate ribosyltransferase_ transfer ribonucleate glycosyltransferase_ tRNA guanine transglycosidase_ tRNA transglycosylase_ tRNA-guanine transglycosylase_ 
PFL2050w,PF3D7_1242600,protein geranylgeranyltransferase type II_ alpha subunit_ putative,N-myristoylation_ S-acylation and prenylation of proteins,http://mpmp.huji.ac.il/maps/prenylation.html,Protein geranylgeranyltransferase type II,2.5.1.60,GGTaseII_ Rab geranylgeranyltransferase_ RabGGTase_ 
PFL2050w,PF3D7_1242600,protein geranylgeranyltransferase type II_ alpha subunit_ putative,Terpenoid metabolism,http://mpmp.huji.ac.il/maps/Terpenoid.html,Protein geranylgeranyltransferase type II,2.5.1.60,GGTaseII_ Rab geranylgeranyltransferase_ RabGGTase_ 
PFL2055w,PF3D7_1242700,40S ribosomal protein S17_ putative,Ribosomal structure,http://mpmp.huji.ac.il/maps/ribosomeStruct.html,40S ribosomal protein S17_ putative, ,
PFL2055w,PF3D7_1242700,40S ribosomal protein S17_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,40S ribosomal protein S17_ putative, ,
PFL2060c,PF3D7_1242800,rab specifiGDP dissociation inhibitor,Endosome maturation,http://priweb.cc.huji.ac.il/malaria//maps/endos_mat.html,GDI, ,
PFL2060c,PF3D7_1242800,rab specifiGDP dissociation inhibitor,Rab cycle,http://mpmp.huji.ac.il/maps/rabCycle.html,GDP dissociation inhibitor, ,
PFL2060c,PF3D7_1242800,rab specifiGDP dissociation inhibitor,S-Glutathionylated proteins,http://mpmp.huji.ac.il/maps/gluth_prot.html,Rab specific GDP dissociation inhibitor_ GDI, ,
PFL2065c,PF3D7_1242900,mitochondrial import inner membrane translocase subunit TIM13_ putative,Import of proteins into the mitochondrion,http://mpmp.huji.ac.il/maps/importMito.html,TIM9, ,
PFL2065c,PF3D7_1242900,mitochondrial import inner membrane translocase subunit TIM13_ putative,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Mitochondrial import inner membrane translocase_ putative; TIM9, ,
PFL2070w,PF3D7_1243000,syntaxin_ Qa-SNARE family,Rab cycle,http://mpmp.huji.ac.il/maps/rabCycle.html,tSNARE, ,
PFL2070w,PF3D7_1243000,syntaxin_ Qa-SNARE family,Genes coding for protein traffic related proteins,http://priweb.cc.huji.ac.il/malaria//maps/prot_prot_traf.html,t-SNARE_ putative, ,
PFL2070w,PF3D7_1243000,syntaxin_ Qa-SNARE family,Large Tethering Complexes that Act in the Secretory and Endocytic Pathways,http://priweb.cc.huji.ac.il/malaria//maps/largeTethering.html,Tlg2, ,
PFL2070w,PF3D7_1243000,syntaxin_ Qa-SNARE family,Classical COPI-mediated vesicular transport,http://mpmp.huji.ac.il/maps/COPI.html,SNARE, ,
PFL2070w,PF3D7_1243000,syntaxin_ Qa-SNARE family,Classical clathrin-mediated vesicular transport,http://mpmp.huji.ac.il/maps/clathrintransport.html,SNARE, ,
PFL2075c,PF3D7_1243100,zinc finger protein_ putative,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,zinc finger protein_ putative, ,
PFL2075c,PF3D7_1243100,zinc finger protein_ putative,Splicing of pre-mRNA,http://mpmp.huji.ac.il/maps/splicing.html,U1, ,
PFL2075c,PF3D7_1243100,zinc finger protein_ putative,Transcription related proteins encoding genes,http://mpmp.huji.ac.il/maps/transcr_prot.html,zinc finger protein_ putative, ,
PFL2090c,PF3D7_1243500,vacuolar-sorting protein snf7_ putative,The phosphoproteome of Plasmodium falciparum infected RBCs,http://mpmp.huji.ac.il/maps/phosphopr.html,Endosome sorting protein (SNF7 homologue), ,
PFL2090c,PF3D7_1243500,vacuolar-sorting protein snf7_ putative,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,endosome sorting protein (SNF7 homologue)_ putative, ,
PFL2090c,PF3D7_1243500,vacuolar-sorting protein snf7_ putative,Large Tethering Complexes that Act in the Secretory and Endocytic Pathways,http://priweb.cc.huji.ac.il/malaria//maps/largeTethering.html,SNF7, ,
PFL2090c,PF3D7_1243500,vacuolar-sorting protein snf7_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,endosome sorting protein (SNF7 homologue)_ putative, ,
PFL2095w,PF3D7_1243600,translation initiation factor SUI1_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,translation initiation factor SUI1_ putative, ,
PFL2095w,PF3D7_1243600,translation initiation factor SUI1_ putative,Initiation of translation,http://mpmp.huji.ac.il/maps/intTranslation.html,eiF1, ,
PFL2100w,PF3D7_1243700,ubiquitin conjugating enzyme E2_ putative,Genes coding for components of the proteasome degradation machinery & their timed transcription,http://mpmp.huji.ac.il/maps/proteasome_new.html,Ubiquitin conjugating enzyme E2_ putative,6.3.2.19,ubiquitin-activating enzyme_ 
PFL2100w,PF3D7_1243700,ubiquitin conjugating enzyme E2_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,ubiquitin conjugating enzyme E2_ putative, ,
PFL2105c,PF3D7_1243800,microtubule associated katanin_ putative,Regulation of spindle microtubule dynamics,http://mpmp.huji.ac.il/maps/microtubuleDynam.html,Katanin, ,
PFL2110c,PF3D7_1243900,double C2-like domain-containing protein,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,double C2-like domain-containing protein, ,
PFL2115c,PF3D7_1244000,glucose inhibited division protein a homologue_ putative,Nuclear genes with apicoplast signal sequences,http://mpmp.huji.ac.il/maps/apicoplastgenes.html,glucose inhibited division protein A homologue_ putative, ,
PFL2115c,PF3D7_1244000,glucose inhibited division protein a homologue_ putative,Modification of the wobble position uridine (U34) in Lys_ Glu_ Gln_ Leu and Arg tRNAs,http://mpmp.huji.ac.il/maps/wobble.html,Glucose inhibited division protein A, ,
PFL2120w,PF3D7_1244100,N-alpha-acetyltransferase 15_ NatA auxiliary subunit_ putative,Protein N-terminal acetylation,http://mpmp.huji.ac.il/maps/N-term_acet.html,Naa15,2.3.1.88,amino-terminal amino acid-acetylating enzyme_ beta-endorphin acetyltransferase_ N(alpha)-acetyltransferase_ NAT_ peptide acetyltransferase_ protein N-terminal acetyltransferase_ 
PFL2120w,PF3D7_1244100,N-alpha-acetyltransferase 15_ NatA auxiliary subunit_ putative,Cotranslational cleavage of N-terminal methionine residues and N-terminal acetylation,http://mpmp.huji.ac.il/maps/N-termilalCleavage.html,Peptide a-N-acetyltransferase,2.3.1.88,amino-terminal amino acid-acetylating enzyme_ beta-endorphin acetyltransferase_ N(alpha)-acetyltransferase_ NAT_ peptide acetyltransferase_ protein N-terminal acetyltransferase_ 
PFL2120w,PF3D7_1244100,N-alpha-acetyltransferase 15_ NatA auxiliary subunit_ putative,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,N-alpha-acetyltransferase 15_ NatA auxiliary subunit_ putative,2.3.1.88,amino-terminal amino acid-acetylating enzyme_ beta-endorphin acetyltransferase_ N(alpha)-acetyltransferase_ NAT_ peptide acetyltransferase_ protein N-terminal acetyltransferase_ 
PFL2125c,PF3D7_1244200,transcription factor Tfb2_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,transcription factor Tfb2_ putative, ,
PFL2125c,PF3D7_1244200,transcription factor Tfb2_ putative,RNA polymerase II transcribes mRNA,http://mpmp.huji.ac.il/maps/RNApolyII.html,TFIIB, ,
PFL2125c,PF3D7_1244200,transcription factor Tfb2_ putative,Nucleotide excision repair,http://mpmp.huji.ac.il/maps/excisionrepair.html,TFHII, ,
PFL2125c,PF3D7_1244200,transcription factor Tfb2_ putative,Genes involved in excision-repair,http://mpmp.huji.ac.il/maps/ExcisionRepairTab.html,Transcription factor Tfb2_ putative; A subunit of TFIIH, ,
PFL2125c,PF3D7_1244200,transcription factor Tfb2_ putative,Transcription related proteins encoding genes,http://mpmp.huji.ac.il/maps/transcr_prot.html,transcription factor Tfb2_ putative, ,
PFL2140c,PF3D7_1244600,ADP-ribosylation factor GTPase-activating protein_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,ADP-ribosylation factor GTPase-activating protein_ putative, ,
PFL2140c,PF3D7_1244600,ADP-ribosylation factor GTPase-activating protein_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,ADP-ribosylation factor GTPase-activating protein, ,
PFL2140c,PF3D7_1244600,ADP-ribosylation factor GTPase-activating protein_ putative,Classical clathrin-mediated vesicular transport,http://mpmp.huji.ac.il/maps/clathrintransport.html,ARF1-GDP, ,
PFL2140c,PF3D7_1244600,ADP-ribosylation factor GTPase-activating protein_ putative,Classical COPI-mediated vesicular transport,http://mpmp.huji.ac.il/maps/COPI.html,ARF1GAP, ,
PFL2140c,PF3D7_1244600,ADP-ribosylation factor GTPase-activating protein_ putative,Classical COPII-mediated vesicular transport,http://mpmp.huji.ac.il/maps/COPII.html,Sar1p-GDP, ,
PFL2140c,PF3D7_1244600,ADP-ribosylation factor GTPase-activating protein_ putative,Genes coding for protein traffic related proteins,http://priweb.cc.huji.ac.il/malaria//maps/prot_prot_traf.html,ADP-ribosylation factor GTPase-activating protein, ,
PFL2140c,PF3D7_1244600,ADP-ribosylation factor GTPase-activating protein_ putative,S-Glutathionylated proteins,http://mpmp.huji.ac.il/maps/gluth_prot.html,ADP-ribosylation factor GTPase-activating protein, ,
PFL2150c,PF3D7_1244800,cytoplasmitranslation machinery associated protein_ putative,S-nitrosylated proteins,http://mpmp.huji.ac.il/maps/nitrosylatedProt.html,Cytoplasmic translation machinery-associated protein_ putative, ,
PFL2150c,PF3D7_1244800,cytoplasmitranslation machinery associated protein_ putative,Genes coding for components involved in ribosome assembly,http://mpmp.huji.ac.il/maps/Ribosomegenes.html,Cytoplasmic translation machinery associated protein_ putative, ,
PFL2165w,PF3D7_1245100,kinesin-13_ putative,Regulation of spindle microtubule dynamics,http://mpmp.huji.ac.il/maps/microtubuleDynam.html,Kinesin, ,
PFL2165w,PF3D7_1245100,kinesin-13_ putative,Putative organization of the kinetochore,http://mpmp.huji.ac.il/maps/organizKinetochore.html,MCAK, ,
PFL2165w,PF3D7_1245100,kinesin-13_ putative,Proteins involved in steps during passage through prophase,http://mpmp.huji.ac.il/maps/protProphase.html,MCAK Cut7, ,
PFL2165w,PF3D7_1245100,kinesin-13_ putative,Centrosome proteins,http://mpmp.huji.ac.il/maps/centrosome.html,Kinesin-like protein_ putative, ,
PFL2165w,PF3D7_1245100,kinesin-13_ putative,Kinetochores power chromosome movements in mitosis,http://mpmp.huji.ac.il/maps/Kinetochore.html,Kinesin, ,
PFL2165w,PF3D7_1245100,kinesin-13_ putative,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,kinesin-13_ putative, ,
PFL2165w,PF3D7_1245100,kinesin-13_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,kinesin-like protein_ putative, ,
PFL2165w,PF3D7_1245100,kinesin-13_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,kinesin-like protein_ putative, ,
PFL2165w,PF3D7_1245100,kinesin-13_ putative,Molecular motor prototypes,http://mpmp.huji.ac.il/maps/molecularMotor.html,Kinesin light and intermediate chains, ,
PFL2165w,PF3D7_1245100,kinesin-13_ putative,Different kinesins with different roles,http://mpmp.huji.ac.il/maps/dif_kines.html,Acts predominantly on MT minus ends at spindle poles to disrupt spindle MT turnover; Induces a conformational change of tubulin into a bent conformation_ and hence depolymerize MTs_ from both MT ends; Promotes catastrophes and sequesters tubulin; Controls spindle bipolarity, ,
PFL2165w,PF3D7_1245100,kinesin-13_ putative,Control of the mitotic spindle organization by kinesins,http://mpmp.huji.ac.il/maps/spindle_kinesin.html,Kin-13, ,
