Geneid	Chr	Start	End	Strand	Length	hisat2/Ap20-GFP-SFC-16h-R1.bam	hisat2/Ap20-GFP-SFC-16h-R2.bam	hisat2/Ap20-GFP-SFC-4h-R1.bam	hisat2/Ap20-GFP-SFC-4h-R2.bam	hisat2/Ap20-GFP-SFC-8h-R1.bam	hisat2/Ap20-GFP-SFC-8h-R2.bam	hisat2/GFPcon-16hr-R1.bam	hisat2/GFPcon-16hr-R2.bam	hisat2/GFPcon-4hr-R1.bam	hisat2/GFPcon-4hr-R2.bam	hisat2/GFPcon-8hr-R1_S9.bam	hisat2/GFPcon-8hr-R2.bam	hisat2/RM-10_S417.bam	hisat2/RM-1_S408.bam	hisat2/RM-2_S409.bam	hisat2/RM-3_S410.bam	hisat2/RM-4_S411.bam	hisat2/RM-5_S412.bam	hisat2/RM-6_S413.bam	hisat2/RM-7_S414.bam	hisat2/RM-8_S415.bam	hisat2/RM-9_S416.bam	hisat2/F-1_SRR5260552.bam	hisat2/F-2_SRR5260551.bam	hisat2/F-3_SRR5260550.bam	hisat2/F1_21725_8_4.bam	hisat2/F2_21725_8_5.bam	hisat2/F3_21725_8_6.bam
PBANKA_1127600	PbANKA_11_v3	1036621	1037505	-	885	4	22	12	1	11	2	11	0	1	1	1	2	0	8	17	8	3	2	2	8	1	0	4	12	16	160	130	170
PBANKA_1404600	PbANKA_14_v3	244675	245094	+	420	31	173	20	13	63	9	59	12	37	0	15	9	0	29	34	14	10	2	4	65	2	3	127	148	134	174	115	169
PBANKA_1143100	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1615871;1616811;1617258	1616678;1617076;1617326	+;+;+	1143	9	51	61	32	82	28	88	13	29	0	97	43	0	44	691	238	84	13	22	60	8	17	149	115	117	155	224	168
PBANKA_0305600	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	194325;194465;194767	194385;194670;194919	+;+;+	420	38	67	19	19	30	7	30	13	33	0	21	6	0	16	27	9	12	3	3	20	1	1	174	206	249	269	215	168
PBANKA_1006500	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	319611;320165;321129;321823;322022	320058;320987;321682;321916;322157	+;+;+;+;+	2055	202	442	43	37	38	50	372	295	85	1	87	57	1	84	55	28	20	329	35	197	17	28	38	81	89	227	193	168
PBANKA_1214500	PbANKA_12_v3	550042	550773	-	732	8	20	12	7	19	4	15	4	2	1	5	6	0	8	151	49	10	1	8	5	2	3	42	25	31	150	168	168
PBANKA_1435900	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1350312;1350824;1351045;1351370;1351877;1352221	1350591;1350919;1351160;1351438;1351980;1353673	-;-;-;-;-;-	2118	111	205	82	54	112	45	117	42	36	0	85	32	0	226	128	48	29	26	106	384	4	11	105	67	75	408	163	168
PBANKA_1240500	PbANKA_12_v3;PbANKA_12_v3	1552447;1553071	1552698;1553214	+;+	396	16	33	10	10	16	10	35	46	78	0	10	9	1	13	26	6	3	6	3	24	0	6	178	174	226	182	152	168
PBANKA_1224800	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	938375;938569;938830;939020;939325;939676	938415;938713;938922;939160;939546;939762	+;+;+;+;+;+	729	87	193	53	38	95	30	139	35	64	0	46	31	5	14	132	56	12	28	8	43	1	6	33	96	59	104	115	168
PBANKA_1306400	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	308106;308404;308585;308831;309057;309214;309480;310977	308226;308484;308707;308951;309094;309336;310713;311235	-;-;-;-;-;-;-;-	2100	9	47	17	10	55	22	35	21	43	2	34	10	0	3	62	15	12	6	7	20	0	1	385	345	440	189	217	167
PBANKA_1428980	PbANKA_14_v3	1130857	1131020	-	164	11531	1245	1248	754	1405	1505	1619	1113	3484	0	1972	476	208	278	95	65	44	27	13	406	99	97	95	138	153	96	156	167
PBANKA_1460100	PbANKA_14_v3;PbANKA_14_v3	2292948;2293550	2293388;2293831	+;+	723	89	278	21	18	152	71	485	176	40	1	94	29	0	103	30	8	5	49	9	111	8	6	73	82	99	210	152	167
PBANKA_1359900	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2282563;2282885;2283230;2283531;2283777;2284096;2284430	2282790;2282955;2283392;2283655;2283840;2284280;2284685	-;-;-;-;-;-;-	1092	3	21	40	23	52	27	17	29	75	1	33	19	3	3	60	17	9	2	3	1	3	0	55	75	86	128	151	167
PBANKA_1111200	PbANKA_11_v3	463038	463565	-	528	167	296	72	53	135	64	325	235	83	0	155	86	0	100	93	33	21	18	35	173	4	5	49	45	34	210	185	166
PBANKA_1403100	PbANKA_14_v3	188112	191618	+	3507	20	99	15	8	18	15	22	13	5	0	13	5	0	81	86	33	20	3	35	110	1	3	42	69	103	200	167	166
PBANKA_0210900	PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3	399067;399233;399470	399095;399314;399676	-;-;-	318	109	181	12	13	37	2	76	23	28	0	30	9	0	30	54	24	12	6	10	50	0	3	41	48	67	167	135	166
PBANKA_1404200	PbANKA_14_v3	232983	233594	+	612	107	133	41	34	36	36	49	86	61	0	48	22	0	23	25	10	2	1	5	27	0	1	99	108	147	108	124	166
PBANKA_0607100	PbANKA_06_v3	351198	351425	+	228	145	686	49	35	145	24	192	54	25	0	67	40	0	51	45	17	7	3	5	140	0	2	229	258	291	177	167	165
PBANKA_0109000	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	366467;366660;367349	366495;366788;367448	+;+;+	258	36	189	21	13	36	6	82	15	4	1	24	4	1	34	28	9	8	26	9	70	4	4	65	75	82	138	157	165
PBANKA_1208900	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	346646;346746;346943;347235;347529;347792;347977;348197	346654;346782;347010;347432;347576;347842;348049;348261	+;+;+;+;+;+;+;+	549	538	1672	286	134	1169	334	1967	764	800	0	793	287	9	103	562	173	98	39	8	186	27	33	152	107	152	152	153	165
PBANKA_0307700	PbANKA_03_v3	268853	270040	-	1188	15	101	36	10	52	3	45	4	2	0	6	2	0	32	53	11	5	13	28	76	0	1	4	2	3	244	141	164
PBANKA_1019300	PbANKA_10_v3	802186	803430	+	1245	6	18	6	7	21	5	16	16	30	1	11	9	0	13	16	10	5	4	5	14	0	2	79	77	102	163	138	164
PBANKA_0603800	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	201367;202916;203117;203304;203467	202798;203017;203203;203335;203559	-;-;-;-;-	1746	17	67	15	5	44	19	79	37	6	0	17	11	0	12	49	14	7	14	11	43	7	9	54	139	146	129	126	164
PBANKA_1426000	PbANKA_14_v3	998498	1001071	-	2574	6	23	11	12	17	6	6	3	6	1	5	1	0	20	30	16	4	2	10	31	0	0	71	97	112	175	151	163
PBANKA_0418500	PbANKA_04_v3;PbANKA_04_v3	710590;710793	710646;712172	+;+	1437	28	19	24	19	63	61	37	63	185	0	118	27	0	12	22	4	6	1	5	23	0	2	29	116	63	103	80	163
PBANKA_1418600	PbANKA_14_v3	739546	741789	-	2244	1	7	12	4	10	6	10	3	7	1	9	5	1	11	252	58	27	7	15	11	1	1	86	73	56	237	212	162
PBANKA_1223700	PbANKA_12_v3	894675	895781	+	1107	95	170	27	18	99	22	203	36	28	2	59	20	0	53	219	76	40	8	18	100	3	11	91	108	112	143	185	162
PBANKA_0904800	PbANKA_09_v3;PbANKA_09_v3	168674;169503	169417;169646	+;+	888	28	68	74	45	113	49	90	31	65	0	101	44	3	36	877	338	133	30	40	36	5	15	116	131	110	152	181	162
PBANKA_1125000	PbANKA_11_v3	922121	923278	-	1158	26	81	12	2	28	5	19	3	0	1	10	3	0	43	29	11	5	4	8	56	2	1	37	36	52	160	171	161
PBANKA_1040200	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1605639;1605787;1606659	1605653;1606572;1606724	+;+;+	867	4	2	6	6	14	4	8	2	3	0	3	2	0	8	21	7	6	0	3	10	0	0	31	61	59	88	142	161
PBANKA_1243700	PbANKA_12_v3;PbANKA_12_v3	1643331;1643507	1643361;1644084	-;-	609	270	903	43	26	146	38	320	98	45	1	74	25	0	84	23	11	3	63	18	128	16	25	19	56	107	133	95	161
PBANKA_0829600	PbANKA_08_v3	1129630	1131432	+	1803	140	768	104	79	331	101	945	140	33	0	273	115	0	176	287	138	61	122	68	449	50	47	60	27	57	173	179	160
PBANKA_0942200	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1526499;1526739;1527049;1527263;1527452;1527573	1526609;1526922;1527112;1527366;1527501;1527620	+;+;+;+;+;+	561	1768	4609	160	150	607	350	2578	1946	166	2	461	270	0	25	39	14	11	10	8	78	9	19	84	213	215	216	178	159
PBANKA_1331600	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1282250;1282470;1283158	1282321;1283017;1283281	+;+;+	744	14	59	44	31	107	33	70	30	139	0	90	36	0	9	279	99	33	10	8	12	3	9	155	139	155	184	200	158
PBANKA_1451300	PbANKA_14_v3	1979918	1981366	-	1449	1	13	11	2	35	7	11	6	5	0	11	6	5	21	51	18	7	5	0	5	0	2	48	116	91	136	187	158
PBANKA_0835600	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1313185;1313579;1313982;1314354;1314606	1313308;1313736;1314166;1314513;1315004	+;+;+;+;+	1026	44	175	139	80	214	115	149	107	253	0	156	101	13	19	428	126	54	15	20	24	2	4	45	43	62	246	198	157
PBANKA_0912400	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	467772;468992;469227;469493;469897	468903;469119;469350;469739;470299	+;+;+;+;+	2034	17	54	25	22	72	56	42	42	49	1	58	12	0	26	104	50	11	7	9	22	3	5	41	58	47	100	168	157
PBANKA_1146761	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1757028;1757187;1758855	1757045;1758767;1759226	+;+;+	1971	5	2	10	3	7	6	15	26	37	0	15	9	0	6	18	7	6	2	7	7	0	1	23	65	50	173	139	157
PBANKA_1418000	PbANKA_14_v3	717151	717375	+	225	59	132	18	12	50	13	84	6	5	0	26	13	0	28	67	27	15	1	12	60	2	2	39	32	36	168	113	157
PBANKA_1324600	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	984088;984421;984726;984973;985397	984234;984617;984847;985246;985472	+;+;+;+;+	816	7	6	6	10	18	10	15	16	15	1	10	7	0	16	19	12	6	0	8	14	2	3	25	57	77	117	108	157
PBANKA_1215100	PbANKA_12_v3	570831	574121	+	3291	52	134	22	23	45	15	124	33	27	2	23	10	5	58	107	37	24	33	28	180	19	23	60	84	98	301	236	156
PBANKA_1352900	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2012998;2013236;2013548;2013774	2013021;2013334;2013636;2013888	-;-;-;-	327	67	238	10	12	46	14	110	22	12	1	31	10	1	61	89	39	17	20	28	132	11	15	94	110	114	168	167	156
PBANKA_1243800	PbANKA_12_v3;PbANKA_12_v3	1645293;1646240	1646012;1646335	+;+	816	181	460	62	40	449	87	556	95	23	0	157	44	3	109	42	19	7	29	12	271	20	18	65	132	154	166	150	156
PBANKA_0001201	PbANKA_00_v3_archived_contig_1;PbANKA_00_v3_archived_contig_1;PbANKA_00_v3_archived_contig_1	34779;34900;35808	34793;35718;35894	+;+;+	921	2	3	7	0	8	3	1	1	1	1	0	0	0	0	8	2	0	0	0	1	0	0	4	15	8	59	73	155
PBANKA_1404500	PbANKA_14_v3	240025	243741	+	3717	24	104	15	1	17	5	18	9	3	1	8	7	0	55	52	26	16	37	31	73	7	5	25	17	27	227	198	154
PBANKA_1014200	PbANKA_10_v3	628547	629767	-	1221	2	2	11	2	15	6	15	5	2	0	11	4	0	30	428	132	41	5	34	49	2	5	107	75	97	160	171	154
PBANKA_1355400	PbANKA_13_v3	2087450	2088238	+	789	21	74	28	5	55	10	75	9	7	0	27	12	0	60	74	33	13	10	11	107	2	10	56	44	62	162	132	154
PBANKA_1408300	PbANKA_14_v3;PbANKA_14_v3	382835;383854	383718;383935	-;-	966	4	14	17	14	41	18	23	30	19	0	18	19	2	6	27	11	4	1	1	4	0	0	63	136	145	138	128	154
PBANKA_0106950	PbANKA_01_v3	282506	283870	+	1365	7	27	14	8	22	4	36	4	0	0	8	5	2	64	77	19	8	7	28	81	0	7	59	76	62	184	126	154
PBANKA_1451400	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1982084;1983528;1983872	1983437;1983684;1983896	+;+;+	1536	2	50	0	0	13	8	6	2	0	0	7	1	0	14	33	14	4	0	5	14	1	0	35	38	51	166	136	153
PBANKA_0603900	PbANKA_06_v3	204453	205592	-	1140	1248	6541	309	202	2344	450	4662	840	185	0	799	270	16	461	210	136	104	282	101	980	114	170	27	29	29	230	130	153
PBANKA_1408100	PbANKA_14_v3	376197	376973	+	777	10	64	14	12	35	4	24	3	14	0	13	8	0	12	50	16	9	0	5	36	1	3	162	227	277	117	104	153
PBANKA_1304700	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	252634;253930;254211	253735;254037;254587	+;+;+	1587	6	31	9	4	24	4	15	2	6	2	11	5	0	13	34	7	3	1	4	6	1	0	58	108	79	181	99	153
PBANKA_0816100	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	667238;667470;667669;667995	667366;667552;667789;668141	-;-;-;-	480	193	399	102	76	197	143	232	159	234	0	176	93	0	27	217	66	17	16	9	29	4	17	73	171	205	118	158	152
PBANKA_0206900	PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3	238071;238411;238670;238948	238301;238496;238770;239009	-;-;-;-	480	102	328	43	26	74	37	64	39	69	0	40	20	0	15	23	15	2	5	4	21	3	1	157	129	174	146	116	152
PBANKA_1140700	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1546240;1547123;1547381;1547636	1546945;1547228;1547467;1547786	-;-;-;-	1050	14	85	16	9	38	8	34	5	9	1	14	6	0	30	20	8	2	5	12	19	1	1	58	47	65	233	211	151
PBANKA_0813600	PbANKA_08_v3;PbANKA_08_v3	594451;596309	596193;597601	+;+	3036	10	38	42	34	51	27	71	13	23	1	38	38	1	53	1219	362	172	60	53	66	10	24	54	42	74	154	206	151
PBANKA_0409000	PbANKA_04_v3;PbANKA_04_v3	328578;328991	328777;329357	+;+	567	444	2430	64	37	595	81	1372	264	140	0	221	52	6	96	26	22	10	26	23	341	12	17	22	14	15	185	96	151
PBANKA_1202300	PbANKA_12_v3;PbANKA_12_v3	120597;121163	120982;121559	+;+	783	34	162	126	37	176	56	129	22	59	1	133	71	6	19	1267	429	190	23	30	43	8	31	33	29	27	150	165	150
PBANKA_0940500	PbANKA_09_v3	1472622	1472993	-	372	6	23	14	3	27	5	6	0	9	0	12	8	0	11	112	36	13	3	8	24	3	2	57	65	86	211	179	149
PBANKA_1427900	PbANKA_14_v3	1086402	1086716	+	315	160	475	39	28	55	16	244	66	39	0	34	15	0	40	29	16	8	30	11	73	8	14	94	88	85	137	141	149
PBANKA_1030900	PbANKA_10_v3	1243249	1244910	-	1662	6	30	17	9	34	27	23	20	20	2	25	12	0	16	77	31	9	12	11	20	1	4	52	54	59	195	123	149
PBANKA_1313900	PbANKA_13_v3;PbANKA_13_v3	592466;592772	592499;593127	+;+	390	8	11	7	12	13	5	26	4	6	0	12	5	2	21	52	14	6	2	7	28	1	4	112	53	81	153	115	149
PBANKA_0613900	PbANKA_06_v3	594373	595899	+	1527	178	801	25	21	111	33	222	52	25	0	33	15	0	5	99	27	24	149	11	46	9	17	41	84	86	268	243	147
PBANKA_0825800	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	998916;999071;999334;999483;999633;999862;1000025;1000210;1000459	998987;999193;999385;999535;999686;999915;1000106;1000317;1000517	+;+;+;+;+;+;+;+;+	657	34	111	95	54	141	39	142	61	535	1	135	55	6	21	706	205	90	11	15	39	18	40	127	126	122	152	134	147
PBANKA_0406700	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	247467;247739;248050	247577;247961;248138	+;+;+	423	38	180	19	8	50	11	72	20	22	1	33	10	5	8	54	20	15	8	9	22	6	11	122	192	224	139	132	147
PBANKA_1141200	PbANKA_11_v3	1555076	1556641	-	1566	8	15	5	8	12	4	14	0	0	2	8	2	5	13	19	9	4	1	7	16	0	0	18	26	34	167	124	147
PBANKA_1039900	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1589379;1589862;1590284;1590609;1590804;1590981;1591236;1591483;1591617;1591875;1592061;1592251;1592419;1592561;1592778	1589502;1590130;1590436;1590689;1590874;1591107;1591317;1591531;1591731;1591943;1592138;1592317;1592472;1592667;1592837	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1506	0	5	6	3	17	8	9	8	3	0	4	8	0	3	23	2	1	1	3	4	0	0	50	108	105	108	122	147
PBANKA_0316861	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	596181;596302;597231	596195;597141;597317	+;+;+	942	1	25	26	7	34	3	10	4	9	0	7	6	2	4	75	23	7	0	2	4	1	3	15	41	43	96	104	147
PBANKA_0100400	PbANKA_01_v3;PbANKA_01_v3	36844;36997	36898;38783	+;+	1842	6	17	28	18	47	17	19	2	13	0	18	13	0	5	112	44	27	7	10	5	0	3	11	49	23	94	62	147
PBANKA_0620500	PbANKA_06_v3	823342	824349	-	1008	385	944	36	37	357	67	1194	204	47	1	244	82	8	111	42	37	19	35	23	388	61	98	76	100	104	106	120	146
PBANKA_0705500	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	245849;246124;246339;246582;246863;247018	245971;246222;246446;246677;246921;247090	-;-;-;-;-;-	558	23	102	75	32	136	30	77	12	137	1	71	36	0	9	317	106	56	6	14	12	5	14	91	99	122	165	94	146
PBANKA_0915000	PbANKA_09_v3	573540	575210	-	1671	201	290	239	165	619	369	415	297	185	0	275	90	0	60	131	61	35	8	6	110	3	11	15	75	55	159	41	146
PBANKA_0917990	PbANKA_09_v3	675988	676082	-	95	99	113	8	8	60	23	89	27	13	0	65	15	0	144	26	11	1	20	2	235	3	7	163	130	169	121	124	145
PBANKA_1357000	PbANKA_13_v3	2171309	2173864	+	2556	1	9	14	1	12	13	7	2	12	1	11	8	0	2	45	30	12	5	12	0	0	0	28	76	112	111	95	145
PBANKA_0700900	PbANKA_07_v3;PbANKA_07_v3	74062;77294	77180;77321	-;-	3147	4	2	25	8	48	15	18	6	4	0	27	10	0	33	169	63	29	3	43	32	2	2	59	84	91	153	261	144
PBANKA_0406200	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	219037;225355;229253	225172;229120;230225	-;-;-	10875	6	20	120	52	54	30	15	13	33	7	35	30	0	25	3854	981	329	122	91	37	7	21	32	10	23	236	247	144
PBANKA_0510600	PbANKA_05_v3	430340	431965	-	1626	24	92	107	54	137	47	213	39	78	1	86	56	0	48	690	221	123	22	40	70	24	40	99	72	79	171	200	144
PBANKA_1357500	PbANKA_13_v3	2194101	2195492	+	1392	3	6	31	18	62	44	18	12	42	0	16	9	0	3	75	31	13	4	6	5	4	6	46	129	203	123	160	144
PBANKA_0406300	PbANKA_04_v3	231953	233386	+	1434	12	21	64	34	77	37	90	51	102	0	88	26	0	9	393	98	45	9	12	14	1	7	34	66	98	144	179	143
PBANKA_0913500	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	512055;512201;512402;512684;513091;513354;513622	512111;512248;512550;512851;513172;513479;513684	-;-;-;-;-;-;-	693	8	27	5	1	20	4	11	1	2	0	1	0	4	7	9	5	3	1	3	7	0	0	51	46	55	135	95	143
PBANKA_1019330	PbANKA_10_v3	804397	804483	-	87	546	1312	121	75	765	212	722	385	245	0	424	148	1	47	31	23	21	7	9	162	53	104	44	69	65	174	144	142
PBANKA_1034500	PbANKA_10_v3;PbANKA_10_v3	1407969;1408240	1408033;1409392	-;-	1218	2754	8042	750	633	4536	1597	9963	6323	1648	0	2900	853	14	565	49	60	45	80	83	1287	240	345	51	45	52	187	140	142
PBANKA_0523500	PbANKA_05_v3;PbANKA_05_v3	872537;873041	872795;873222	-;-	441	20	108	10	5	32	5	31	2	2	0	9	7	0	18	39	3	3	3	6	23	0	1	68	52	75	176	109	142
PBANKA_1435000	PbANKA_14_v3	1319004	1319165	+	162	2	44	11	11	12	5	7	1	3	0	3	4	0	13	21	7	7	2	3	12	0	1	78	60	63	166	109	142
PBANKA_1240300	PbANKA_12_v3	1545320	1549555	-	4236	7	66	8	5	26	17	24	9	1	0	9	5	3	17	152	49	30	65	24	29	6	10	41	23	52	152	218	141
PBANKA_1129300	PbANKA_11_v3	1114904	1116382	+	1479	40	176	22	17	73	9	82	13	26	0	19	11	0	41	75	23	11	43	17	53	4	12	65	96	98	180	146	141
PBANKA_0808380	PbANKA_08_v3	410982	411311	+	330	18	93	13	7	31	13	93	7	0	1	15	3	0	46	61	23	3	37	5	31	0	2	1	0	0	149	83	141
PBANKA_1006400	PbANKA_10_v3	317417	318391	-	975	2268	7577	162	115	330	96	4257	1548	306	0	300	136	9	357	48	37	22	1110	49	1410	95	121	43	33	49	213	155	140
PBANKA_0204000	PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3	144591;144831;144997	144741;144884;145226	+;+;+	435	32	48	8	5	21	9	25	7	10	0	13	6	1	6	22	2	1	1	3	10	2	0	77	71	110	137	89	140
PBANKA_0930600	PbANKA_09_v3	1116349	1117386	-	1038	187	381	72	38	196	102	317	185	68	0	123	53	0	69	39	23	9	4	11	108	3	22	21	26	30	176	83	140
PBANKA_1330000	PbANKA_13_v3	1222267	1223088	-	822	45	182	117	60	168	66	210	27	55	1	151	61	0	21	996	279	114	37	20	61	9	24	42	41	30	120	137	139
PBANKA_0411300	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	404531;405382;406051;406370;406625;406994	405207;405817;406160;406433;406832;407187	-;-;-;-;-;-	1689	234	442	401	226	830	319	801	509	1343	0	651	255	15	162	2060	643	284	81	101	326	57	143	126	105	162	239	226	138
PBANKA_1334600	PbANKA_13_v3;PbANKA_13_v3	1384867;1386307	1386174;1386372	-;-	1374	17	69	22	23	129	38	192	77	53	0	59	26	3	31	75	38	10	8	11	27	4	3	119	226	213	144	113	138
PBANKA_0706500	PbANKA_07_v3	282153	283373	-	1221	423	890	269	220	1056	442	2168	1033	753	1	1006	360	3	542	70	85	82	136	137	1142	74	90	46	58	62	242	204	137
PBANKA_1430500	PbANKA_14_v3	1168238	1168702	+	465	38	155	12	12	34	8	50	11	11	0	13	6	0	36	16	2	3	5	4	32	1	1	62	78	101	127	132	137
PBANKA_0514700	PbANKA_05_v3	556556	557275	+	720	22	108	8	4	20	4	21	2	0	0	4	4	0	7	21	13	5	11	5	18	0	5	30	53	76	105	95	137
PBANKA_0809200	PbANKA_08_v3	435202	435744	+	543	106	248	16	13	110	17	85	16	18	1	34	10	0	41	19	11	4	5	8	87	3	4	32	55	60	93	83	137
PBANKA_1207900	PbANKA_12_v3	309252	310442	+	1191	2	5	29	10	65	10	13	3	16	0	19	6	0	15	50	12	6	1	7	7	0	2	23	84	54	83	76	137
PBANKA_1328700	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1143491;1145590;1145987;1146355;1146523;1146881	1145403;1145839;1146122;1146429;1146581;1147036	+;+;+;+;+;+	2589	13	20	23	13	46	20	28	11	115	1	46	21	0	6	134	59	20	0	11	9	3	11	42	109	130	94	118	136
PBANKA_1141800	PbANKA_11_v3	1571984	1572268	+	285	114	285	23	11	77	15	188	31	14	0	61	14	0	71	22	10	7	14	10	172	3	9	56	69	72	116	83	135
PBANKA_1100700	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	48002;48264;48591;48831;49028;49444	48132;48495;48660;48934;49306;49518	+;+;+;+;+;+	891	49	195	7	0	13	3	77	54	41	0	35	16	0	8	27	6	8	2	0	27	0	2	71	40	41	100	187	134
PBANKA_1137100	PbANKA_11_v3	1400640	1402841	-	2202	7	18	17	13	44	26	22	19	19	0	24	13	0	13	46	9	8	0	5	9	1	1	74	133	187	86	119	134
PBANKA_1220400	PbANKA_12_v3	783466	783663	+	198	69	470	14	11	42	12	80	11	6	0	18	5	3	12	26	11	3	6	2	29	1	3	82	67	91	121	70	134
PBANKA_1016800	PbANKA_10_v3	719152	719892	+	741	52	146	20	21	44	15	48	34	30	0	20	13	0	17	23	3	4	0	6	31	0	4	71	99	130	107	102	132
PBANKA_1200400	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	40377;40548;41587	40460;41441;41601	-;-;-	993	33	94	121	76	119	57	96	54	201	1	74	66	0	7	256	65	36	1	2	36	2	7	70	120	136	73	93	131
PBANKA_0822300	PbANKA_08_v3;PbANKA_08_v3	875127;875514	875311;876060	-;-	732	104	416	46	16	166	30	175	24	19	0	61	19	0	43	29	17	8	3	14	117	5	8	116	107	121	176	128	130
PBANKA_1038100	PbANKA_10_v3;PbANKA_10_v3	1529739;1529924	1529817;1530348	-;-	504	4	20	10	7	33	10	10	7	3	0	3	4	0	2	27	8	3	0	2	2	1	1	68	122	106	88	103	130
PBANKA_0304700	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	149412;149770;151053;151767;152019;152402	149593;150935;151588;151819;152177;152465	-;-;-;-;-;-	2160	4	4	17	5	26	11	26	22	16	1	19	6	0	22	11	4	1	4	8	36	0	2	19	8	17	239	95	130
PBANKA_1461900	PbANKA_14_v3	2340216	2342285	-	2070	69	437	8	6	26	10	183	17	3	0	19	9	0	27	50	20	9	40	14	85	7	6	32	27	41	109	78	130
PBANKA_1340400	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1580511;1581181;1581870	1581002;1581572;1581990	-;-;-	1005	73	252	526	265	748	676	632	737	1490	1	946	516	5	18	1191	375	217	12	24	19	10	29	78	55	152	105	326	129
PBANKA_0806900	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	335891;336141;336667	335975;336565;338901	+;+;+	2745	5	17	44	23	46	17	32	9	23	1	39	29	2	13	609	189	57	37	20	24	4	6	65	118	119	110	189	129
